Textbox15,Textbox17
"COA Notes:
",SOP 430.00 VOCs and SVOCs: 

Textbox24,Textbox76,Textbox77,Textbox84,Textbox62,Textbox9,Textbox13,Textbox37,Textbox10,Textbox4,Textbox27,WPPRResultQualifier
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200563,JRI_0607,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.32,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,0.99,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.66,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.73,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200563,JRI_0607,,808,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,1090,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200563,JRI_0607,,75100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,31200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,22300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200563,JRI_0607,,13800,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,36400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,11100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.37,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,7890,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.12,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.12,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.82,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,50,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200563,JRI_0607,,828,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200563,JRI_0607,,101,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200563,JRI_0607,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200563,JRI_0607,,1.64,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200564,JRI_1115,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200564,JRI_1115,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200564,JRI_1115,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200564,JRI_1115,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200564,JRI_1115,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200564,JRI_1115,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200564,JRI_1115,,478,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,807,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200564,JRI_1115,,47700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,18000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,12600,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200564,JRI_1115,,7950,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,25300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,5810,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,5250,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200564,JRI_1115,,1430,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200564,JRI_1115,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200564,JRI_1115,,204,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200564,JRI_1115,,88.9,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200564,JRI_1115,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200564,JRI_1115,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200565,KDA_0820,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200565,KDA_0820,,3.54,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200565,KDA_0820,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200565,KDA_0820,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200565,KDA_0820,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200565,KDA_0820,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200565,KDA_0820,,310,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,456,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200565,KDA_0820,,123000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,27200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,20400,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200565,KDA_0820,,3100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,46800,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,18600,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,12500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200565,KDA_0820,,1770,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200565,KDA_0820,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,56.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200565,KDA_0820,,101,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200565,KDA_0820,,126,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200565,KDA_0820,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200565,KDA_0820,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200566,DCA_0726,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200566,DCA_0726,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200566,DCA_0726,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200566,DCA_0726,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200566,DCA_0726,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200566,DCA_0726,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200566,DCA_0726,,327,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,412,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200566,DCA_0726,,0.79,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,39900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,14200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200566,DCA_0726,,5130,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,0.87,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,11000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,8280,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.24,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200566,DCA_0726,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200566,DCA_0726,,461,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200566,DCA_0726,,105,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200566,DCA_0726,,925,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200566,DCA_0726,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200567,YPA_0611,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200567,YPA_0611,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200567,YPA_0611,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200567,YPA_0611,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200567,YPA_0611,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200567,YPA_0611,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.43,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.84,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.93,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,38.4,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.34,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,225,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200567,YPA_0611,,309000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,8650,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,3000,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200567,YPA_0611,,2.01,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,23900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,77900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,5200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200567,YPA_0611,,826,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200567,YPA_0611,,2.03,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,6.13,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200567,YPA_0611,,40.6,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,42.8,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200567,YPA_0611,,105,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200567,YPA_0611,,1.42,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200567,YPA_0611,,1.83,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200568,YPA_0107,,0.96,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200568,YPA_0107,,12.7,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200568,YPA_0107,,0.95,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200568,YPA_0107,,47.7,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200568,YPA_0107,,11.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200568,YPA_0107,,1.1,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.32,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Bromobenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,0.99,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Chlorobenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.66,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Cumene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.39,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Ethylbenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,37.2,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Butylbenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Decane,F20-08,MyExposome PO 225,A200568,YPA_0107,,205,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Dodecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,168,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Eicosane,F20-08,MyExposome PO 225,A200568,YPA_0107,,68700,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Heptadecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,50900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Hexadecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,59500,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Nonane,F20-08,MyExposome PO 225,A200568,YPA_0107,,2300,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Octadecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,41100,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Pentadecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,93200,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Propylbenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,10.9,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Tetradecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,59900,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,n-Undecane,F20-08,MyExposome PO 225,A200568,YPA_0107,,428,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Dichlorobenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.12,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,o-Xylene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.82,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Dichlorobenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,66,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,p-Isopropyltoluene,F20-08,MyExposome PO 225,A200568,YPA_0107,,8.73,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,sec-Butylbenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.25,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Styrene,F20-08,MyExposome PO 225,A200568,YPA_0107,,253,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,tert-Butylbenzene,F20-08,MyExposome PO 225,A200568,YPA_0107,,1.28,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,Xylenes (m and p),F20-08,MyExposome PO 225,A200568,YPA_0107,,71.5,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trichlorobenzene",F20-08,MyExposome PO 225,A200569,MNO_0410,,1.07,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,3-Trimethylbenzene",F20-08,MyExposome PO 225,A200569,MNO_0410,,1.57,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trichlorobenzene",F20-08,MyExposome PO 225,A200569,MNO_0410,,1.05,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,2,4-Trimethylbenzene",F20-08,MyExposome PO 225,A200569,MNO_0410,,1.55,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3,5-Trimethylbenzene",F20-08,MyExposome PO 225,A200569,MNO_0410,,1.52,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,"1,3-Dichlorobenzene",F20-08,MyExposome PO 225,A200569,MNO_0410,,1.23,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,2-Chlorotoluene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.47,
VOC and SVOC by GC-MS (pMol/g),,,pMol/g,4-Chlorotoluene,F20-08,MyExposome PO 225,A200569,MNO_0410,,1.43,
