recordID,masterParameterID,IRIS_Summary,Iris_ID,Last_Significant_Revision,QuickView
448,301005,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
449,301006,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
450,301007,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
451,301008,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
452,301009,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
453,301010,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
454,301011,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
455,301017,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
456,301018,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
457,301019,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
458,301020,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
459,301021,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
460,301022,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
461,301023,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
462,301024,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
463,301025,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
464,301026,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
465,301027,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
466,301028,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
467,301029,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
468,301030,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
469,301031,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
470,301032,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
471,301033,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
472,301034,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
473,301035,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
474,301036,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
475,301037,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
476,301038,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
477,301039,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
478,301040,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
479,301041,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
480,301042,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
481,301043,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
482,301044,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
483,301045,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
484,301046,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
485,301047,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
486,301048,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
487,301049,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
488,301050,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
489,301051,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
490,301052,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
491,301053,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
492,301054,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
493,301055,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
494,301056,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
495,301057,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
496,301058,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
497,301059,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
498,301060,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
499,301061,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
500,301062,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
501,301063,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
502,301064,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
503,301065,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
504,301066,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
505,301067,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
506,301068,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
507,301069,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
508,301070,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
509,301071,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
510,301072,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
511,301073,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
512,301074,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
513,301075,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
514,301076,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
515,301077,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
516,301078,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
517,301079,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
518,301080,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
519,301081,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
520,301082,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
521,301083,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
522,301084,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
523,301085,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
524,301086,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
525,301087,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
526,301088,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
527,301089,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
528,301090,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
529,301091,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
530,301092,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
531,301093,NULL,NULL,NULL,NULL
532,301094,NULL,NULL,NULL,NULL
533,301095,NULL,NULL,NULL,NULL
534,301096,NULL,NULL,NULL,NULL
535,301097,NULL,NULL,NULL,NULL
536,301098,NULL,NULL,NULL,NULL
537,301099,NULL,NULL,NULL,NULL
538,301100,NULL,NULL,NULL,NULL
539,301101,NULL,NULL,NULL,NULL
540,301102,NULL,NULL,NULL,NULL
541,301103,NULL,NULL,NULL,NULL
542,301104,NULL,NULL,NULL,NULL
543,301105,NULL,NULL,NULL,NULL
544,301106,NULL,NULL,NULL,NULL
545,301107,NULL,NULL,NULL,NULL
546,301108,NULL,NULL,NULL,NULL
547,301109,http://www.epa.gov/iris/subst/0354.htm,354,5/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0354
548,301110,NULL,NULL,NULL,NULL
549,301111,http://www.epa.gov/iris/subst/0176.htm,176,7/1/1992,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0176
550,301112,NULL,NULL,NULL,NULL
551,301113,NULL,NULL,NULL,NULL
552,301114,NULL,NULL,NULL,NULL
553,301115,NULL,NULL,NULL,NULL
554,301116,NULL,NULL,NULL,NULL
555,301117,NULL,NULL,NULL,NULL
556,301118,NULL,NULL,NULL,NULL
557,301119,NULL,NULL,NULL,NULL
558,301120,NULL,NULL,NULL,NULL
559,301121,NULL,NULL,NULL,NULL
560,301122,NULL,NULL,NULL,NULL
561,301123,NULL,NULL,NULL,NULL
562,301124,NULL,NULL,NULL,NULL
563,301125,http://www.epa.gov/iris/subst/0239.htm,239,5/1/1991,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0239
564,301126,NULL,NULL,NULL,NULL
565,301127,NULL,NULL,NULL,NULL
566,301128,NULL,NULL,NULL,NULL
567,301129,NULL,NULL,NULL,NULL
568,301130,NULL,NULL,NULL,NULL
569,301131,NULL,NULL,NULL,NULL
570,301132,NULL,NULL,NULL,NULL
571,301133,NULL,NULL,NULL,NULL
572,301134,NULL,NULL,NULL,NULL
573,301135,NULL,NULL,NULL,NULL
574,301136,NULL,NULL,NULL,NULL
575,301137,NULL,NULL,NULL,NULL
576,301138,NULL,NULL,NULL,NULL
577,301139,NULL,NULL,NULL,NULL
578,301140,NULL,NULL,NULL,NULL
579,301141,NULL,NULL,NULL,NULL
580,301142,http://www.epa.gov/iris/subst/0133.htm,133,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0133
581,301143,NULL,NULL,NULL,NULL
582,301144,NULL,NULL,NULL,NULL
583,301145,NULL,NULL,NULL,NULL
584,301146,NULL,NULL,NULL,NULL
585,301147,NULL,NULL,NULL,NULL
586,301148,NULL,NULL,NULL,NULL
587,301149,NULL,NULL,NULL,NULL
588,301150,NULL,NULL,NULL,NULL
589,301151,NULL,NULL,NULL,NULL
590,301152,NULL,NULL,NULL,NULL
591,301153,NULL,NULL,NULL,NULL
592,301154,NULL,NULL,NULL,NULL
593,301155,NULL,NULL,NULL,NULL
594,301156,http://www.epa.gov/iris/subst/0043.htm,43,8/22/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0043
595,301158,NULL,NULL,NULL,NULL
596,301159,NULL,NULL,NULL,NULL
597,301160,http://www.epa.gov/iris/subst/0220.htm,220,9/30/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0220
598,301161,NULL,NULL,NULL,NULL
599,301162,NULL,NULL,NULL,NULL
600,301163,NULL,NULL,NULL,NULL
601,301164,NULL,NULL,NULL,NULL
602,301165,NULL,NULL,NULL,NULL
603,301166,NULL,NULL,NULL,NULL
604,301167,NULL,NULL,NULL,NULL
605,301168,NULL,NULL,NULL,NULL
606,301169,NULL,NULL,NULL,NULL
607,301170,http://www.epa.gov/iris/subst/0158.htm,158,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0158
608,301171,NULL,NULL,NULL,NULL
609,301172,NULL,NULL,NULL,NULL
610,301173,NULL,NULL,NULL,NULL
611,301174,NULL,NULL,NULL,NULL
612,301175,NULL,NULL,NULL,NULL
613,301176,NULL,NULL,NULL,NULL
614,301177,NULL,NULL,NULL,NULL
615,301178,NULL,NULL,NULL,NULL
616,301179,NULL,NULL,NULL,NULL
617,301182,NULL,NULL,NULL,NULL
618,301183,NULL,NULL,NULL,NULL
619,301184,NULL,NULL,NULL,NULL
620,301185,NULL,NULL,NULL,NULL
621,301186,NULL,NULL,NULL,NULL
622,301187,NULL,NULL,NULL,NULL
623,301188,NULL,NULL,NULL,NULL
624,301189,NULL,NULL,NULL,NULL
625,301190,NULL,NULL,NULL,NULL
626,301191,NULL,NULL,NULL,NULL
627,301192,NULL,NULL,NULL,NULL
628,301193,NULL,NULL,NULL,NULL
629,301194,NULL,NULL,NULL,NULL
630,301195,NULL,NULL,NULL,NULL
631,301196,NULL,NULL,NULL,NULL
632,301197,http://www.epa.gov/iris/subst/0362.htm,362,9/7/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0362
633,301198,NULL,NULL,NULL,NULL
634,301199,NULL,NULL,NULL,NULL
635,301200,NULL,NULL,NULL,NULL
636,301201,NULL,NULL,NULL,NULL
637,301202,NULL,NULL,NULL,NULL
638,301203,NULL,NULL,NULL,NULL
639,301204,NULL,NULL,NULL,NULL
640,301205,NULL,NULL,NULL,NULL
641,301206,NULL,NULL,NULL,NULL
642,301207,NULL,NULL,NULL,NULL
643,301208,NULL,NULL,NULL,NULL
644,301209,NULL,NULL,NULL,NULL
645,301210,NULL,NULL,NULL,NULL
646,301211,http://www.epa.gov/iris/subst/0521.htm,521,9/1/1993,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0521
647,301212,NULL,NULL,NULL,NULL
648,301213,NULL,NULL,NULL,NULL
649,301214,NULL,NULL,NULL,NULL
650,301215,NULL,NULL,NULL,NULL
651,301216,NULL,NULL,NULL,NULL
652,301217,NULL,NULL,NULL,NULL
653,301218,http://www.epa.gov/iris/subst/0323.htm,323,9/7/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0323
654,301219,NULL,NULL,NULL,NULL
655,301220,NULL,NULL,NULL,NULL
656,301221,NULL,NULL,NULL,NULL
657,301222,NULL,NULL,NULL,NULL
658,301223,http://www.epa.gov/iris/subst/0124.htm,124,1/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0124
659,301224,NULL,NULL,NULL,NULL
660,301225,http://www.epa.gov/iris/subst/0068.htm,68,1/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0068
661,301226,http://www.epa.gov/iris/subst/0613.htm,613,10/1/1992,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0613
662,301227,NULL,NULL,NULL,NULL
663,301228,NULL,NULL,NULL,NULL
664,301229,NULL,NULL,NULL,NULL
665,301230,NULL,NULL,NULL,NULL
666,301231,NULL,NULL,NULL,NULL
667,301232,NULL,NULL,NULL,NULL
668,301233,NULL,NULL,NULL,NULL
669,301234,NULL,NULL,NULL,NULL
670,301235,NULL,NULL,NULL,NULL
671,301236,NULL,NULL,NULL,NULL
672,301237,NULL,NULL,NULL,NULL
673,301238,NULL,NULL,NULL,NULL
674,301239,NULL,NULL,NULL,NULL
675,301240,NULL,NULL,NULL,NULL
676,301241,NULL,NULL,NULL,NULL
677,301242,NULL,NULL,NULL,NULL
678,301243,http://www.epa.gov/iris/subst/0266.htm,266,9/30/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0266
679,301244,NULL,NULL,NULL,NULL
680,301245,NULL,NULL,NULL,NULL
681,301246,NULL,NULL,NULL,NULL
682,301247,NULL,NULL,NULL,NULL
683,301248,NULL,NULL,NULL,NULL
684,301249,NULL,NULL,NULL,NULL
685,301250,NULL,NULL,NULL,NULL
686,301251,NULL,NULL,NULL,NULL
687,301252,NULL,NULL,NULL,NULL
688,301253,NULL,NULL,NULL,NULL
689,301254,NULL,NULL,NULL,NULL
690,301255,NULL,NULL,NULL,NULL
691,301256,NULL,NULL,NULL,NULL
692,301257,NULL,NULL,NULL,NULL
693,301258,NULL,NULL,NULL,NULL
694,301259,NULL,NULL,NULL,NULL
695,301260,NULL,NULL,NULL,NULL
696,301261,NULL,NULL,NULL,NULL
697,301262,NULL,NULL,NULL,NULL
698,301263,NULL,NULL,NULL,NULL
699,301264,NULL,NULL,NULL,NULL
700,301265,NULL,NULL,NULL,NULL
701,301266,NULL,NULL,NULL,NULL
702,301267,NULL,NULL,NULL,NULL
703,301268,NULL,NULL,NULL,NULL
704,301269,NULL,NULL,NULL,NULL
705,301270,NULL,NULL,NULL,NULL
706,301271,NULL,NULL,NULL,NULL
707,301272,NULL,NULL,NULL,NULL
708,301273,http://www.epa.gov/iris/subst/0064.htm,64,1/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0064
709,301274,NULL,NULL,NULL,NULL
710,301275,NULL,NULL,NULL,NULL
711,301276,NULL,NULL,NULL,NULL
712,301277,NULL,NULL,NULL,NULL
713,301278,NULL,NULL,NULL,NULL
714,301279,NULL,NULL,NULL,NULL
715,301280,NULL,NULL,NULL,NULL
716,301281,NULL,NULL,NULL,NULL
717,301282,NULL,NULL,NULL,NULL
718,301283,NULL,NULL,NULL,NULL
719,301284,NULL,NULL,NULL,NULL
720,301285,NULL,NULL,NULL,NULL
721,301286,NULL,NULL,NULL,NULL
722,301287,NULL,NULL,NULL,NULL
723,301288,http://www.epa.gov/iris/subst/0242.htm,242,8/22/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0242
724,301289,NULL,NULL,NULL,NULL
725,301290,NULL,NULL,NULL,NULL
726,301291,http://www.epa.gov/iris/subst/0189.htm,189,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0189
727,301292,NULL,NULL,NULL,NULL
728,301293,NULL,NULL,NULL,NULL
729,301294,NULL,NULL,NULL,NULL
730,301295,NULL,NULL,NULL,NULL
731,301296,NULL,NULL,NULL,NULL
732,301297,NULL,NULL,NULL,NULL
733,301298,NULL,NULL,NULL,NULL
734,301299,NULL,NULL,NULL,NULL
735,301300,NULL,NULL,NULL,NULL
736,301301,NULL,NULL,NULL,NULL
737,301302,NULL,NULL,NULL,NULL
738,301303,http://www.epa.gov/iris/subst/0341.htm,341,5/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0341
739,301304,NULL,NULL,NULL,NULL
740,301305,NULL,NULL,NULL,NULL
741,301306,http://www.epa.gov/iris/subst/0182.htm,182,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0182
742,301307,NULL,NULL,NULL,NULL
743,301308,http://www.epa.gov/iris/subst/0194.htm,194,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0194
744,301309,NULL,NULL,NULL,NULL
745,301310,NULL,NULL,NULL,NULL
746,301311,NULL,NULL,NULL,NULL
747,301312,NULL,NULL,NULL,NULL
748,301313,NULL,NULL,NULL,NULL
749,301314,NULL,NULL,NULL,NULL
750,301315,NULL,NULL,NULL,NULL
751,301316,NULL,NULL,NULL,NULL
752,301317,NULL,NULL,NULL,NULL
753,301318,NULL,NULL,NULL,NULL
754,301319,http://www.epa.gov/iris/subst/0240.htm,240,9/30/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0240
755,301320,NULL,NULL,NULL,NULL
756,301321,NULL,NULL,NULL,NULL
757,301322,http://www.epa.gov/iris/subst/0168.htm,168,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0168
758,301323,http://www.epa.gov/iris/subst/0394.htm,394,5/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0394
759,301324,NULL,NULL,NULL,NULL
760,301325,NULL,NULL,NULL,NULL
761,301326,NULL,NULL,NULL,NULL
762,301327,http://www.epa.gov/iris/subst/0367.htm,367,11/1/1992,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0367
763,301328,NULL,NULL,NULL,NULL
764,301329,NULL,NULL,NULL,NULL
765,301330,NULL,NULL,NULL,NULL
766,301331,NULL,NULL,NULL,NULL
767,301332,NULL,NULL,NULL,NULL
768,301333,NULL,NULL,NULL,NULL
769,301334,NULL,NULL,NULL,NULL
