recordID,masterParameterID,IRIS_Summary,Iris_ID,Last_Significant_Revision,QuickView
234,300230,http://www.epa.gov/iris/subst/0384.htm,384,7/1/1989,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0384
235,300235,NULL,NULL,NULL,NULL
236,300236,http://www.epa.gov/iris/subst/0342.htm,342,9/26/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0342
237,300237,http://www.epa.gov/iris/subst/0333.htm,333,8/22/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0333
238,300240,http://www.epa.gov/iris/subst/0292.htm,292,6/30/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0292
239,300241,NULL,NULL,NULL,NULL
240,300245,NULL,NULL,NULL,NULL
241,300246,http://www.epa.gov/iris/subst/0126.htm,126,1/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0126
242,300247,http://www.epa.gov/iris/subst/0186.htm,186,3/1/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0186
243,300249,NULL,NULL,NULL,NULL
244,300250,http://www.epa.gov/iris/subst/0291.htm,291,6/30/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0291
245,300251,http://www.epa.gov/iris/subst/0250.htm,250,9/30/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0250
246,300252,http://www.epa.gov/iris/subst/0257.htm,257,9/30/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0257
247,300253,NULL,NULL,NULL,NULL
248,300260,NULL,NULL,NULL,NULL
249,300261,NULL,NULL,NULL,NULL
250,300262,NULL,NULL,NULL,NULL
251,300263,NULL,NULL,NULL,NULL
252,300264,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
253,300265,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
254,300266,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
255,300267,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
256,300268,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
257,300269,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
258,300270,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
259,300271,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
260,300272,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
261,300273,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
262,300274,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
263,300275,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
264,300276,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
265,300277,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
266,300278,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
267,300279,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
268,300280,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
269,300281,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
270,300282,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
271,300283,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
272,300284,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
273,300285,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
274,300286,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
275,300287,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
276,300288,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
277,300289,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
278,300291,NULL,NULL,NULL,NULL
279,300293,NULL,NULL,NULL,NULL
280,300294,NULL,NULL,NULL,NULL
281,300295,NULL,NULL,NULL,NULL
282,300296,NULL,NULL,NULL,NULL
283,300297,NULL,NULL,NULL,NULL
284,300298,NULL,NULL,NULL,NULL
285,300299,NULL,NULL,NULL,NULL
286,300301,NULL,NULL,NULL,NULL
287,300302,NULL,NULL,NULL,NULL
288,300303,NULL,NULL,NULL,NULL
289,300304,NULL,NULL,NULL,NULL
290,300305,NULL,NULL,NULL,NULL
291,300306,NULL,NULL,NULL,NULL
292,300307,NULL,NULL,NULL,NULL
293,300309,NULL,NULL,NULL,NULL
294,300312,NULL,NULL,NULL,NULL
295,300315,NULL,NULL,NULL,NULL
296,300316,NULL,NULL,NULL,NULL
297,300317,NULL,NULL,NULL,NULL
298,300318,NULL,NULL,NULL,NULL
299,300327,NULL,NULL,NULL,NULL
300,300328,NULL,NULL,NULL,NULL
301,300329,NULL,NULL,NULL,NULL
302,300330,NULL,NULL,NULL,NULL
303,300333,NULL,NULL,NULL,NULL
304,300334,NULL,NULL,NULL,NULL
305,300335,NULL,NULL,NULL,NULL
306,300336,NULL,NULL,NULL,NULL
307,300337,NULL,NULL,NULL,NULL
308,300347,NULL,NULL,NULL,NULL
309,300348,NULL,NULL,NULL,NULL
310,300349,NULL,NULL,NULL,NULL
311,300374,NULL,NULL,NULL,NULL
312,300377,NULL,NULL,NULL,NULL
313,300378,NULL,NULL,NULL,NULL
314,300379,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
315,300386,NULL,NULL,NULL,NULL
316,300387,NULL,NULL,NULL,NULL
317,300388,NULL,NULL,NULL,NULL
318,300389,NULL,NULL,NULL,NULL
319,300390,NULL,NULL,NULL,NULL
320,300391,NULL,NULL,NULL,NULL
321,300392,NULL,NULL,NULL,NULL
322,300406,NULL,NULL,NULL,NULL
323,300409,NULL,NULL,NULL,NULL
324,300432,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
325,300433,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
326,300435,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
327,300436,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
328,300437,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
329,300438,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
330,300440,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
331,300441,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
332,300442,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
333,300503,NULL,NULL,NULL,NULL
334,300505,NULL,NULL,NULL,NULL
335,300604,http://www.epa.gov/iris/subst/0324.htm,324,4/1/1992,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0324
336,300605,NULL,NULL,NULL,NULL
337,300628,NULL,NULL,NULL,NULL
338,300629,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
339,300631,NULL,NULL,NULL,NULL
340,300636,http://www.epa.gov/iris/subst/0188.htm,188,3/31/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0188
341,300638,http://www.epa.gov/iris/subst/0282.htm,282,8/22/1988,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0282
342,300639,NULL,NULL,NULL,NULL
343,300640,http://www.epa.gov/iris/subst/0253.htm,253,9/30/1987,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0253
344,300641,NULL,NULL,NULL,NULL
345,300659,NULL,NULL,NULL,NULL
346,300685,NULL,NULL,NULL,NULL
347,300698,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
348,300699,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
349,300700,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
350,300701,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
351,300703,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
352,300704,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
353,300705,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
354,300707,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
355,300708,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
356,300711,NULL,NULL,NULL,NULL
357,300713,NULL,NULL,NULL,NULL
358,300714,NULL,NULL,NULL,NULL
359,300715,http://www.epa.gov/iris/subst/1008.htm,1008,6/30/2008,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=1008
360,300716,http://www.epa.gov/iris/subst/1009.htm,1009,6/30/2008,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=1009
361,300718,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
362,300719,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
363,300720,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
364,300721,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
365,300722,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
366,300723,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
367,300724,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
368,300725,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
369,300726,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
370,300727,NULL,NULL,NULL,NULL
371,300728,http://www.epa.gov/iris/subst/1010.htm,1010,6/30/2008,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=1010
372,300729,NULL,NULL,NULL,NULL
373,300730,NULL,NULL,NULL,NULL
374,300731,NULL,NULL,NULL,NULL
375,300732,NULL,NULL,NULL,NULL
376,300733,NULL,NULL,NULL,NULL
377,300734,NULL,NULL,NULL,NULL
378,300736,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
379,300737,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
380,300739,NULL,NULL,NULL,NULL
381,300743,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
382,300745,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
383,300763,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
384,300764,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
385,300765,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
386,300766,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
387,300773,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
388,300894,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
389,300897,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
390,300898,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
391,300899,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
392,300900,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
393,300901,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
394,300903,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
395,300904,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
396,300905,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
397,300906,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
398,300907,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
399,300908,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
400,300909,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
401,300910,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
402,300911,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
403,300912,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
404,300913,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
405,300914,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
406,300915,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
407,300916,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
408,300917,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
409,300918,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
410,300919,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
411,300920,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
412,300921,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
413,300922,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
414,300923,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
415,300924,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
416,300925,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
417,300926,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
418,300927,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
419,300928,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
420,300929,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
421,300930,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
422,300931,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
423,300932,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
424,300933,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
425,300934,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
426,300935,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
427,300936,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
428,300937,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
429,300938,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
430,300939,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
431,300940,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
432,300941,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
433,300942,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
434,300943,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
435,300944,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
436,300993,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
437,300994,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
438,300995,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
439,300996,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
440,300997,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
441,300998,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
442,300999,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
443,301000,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
444,301001,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
445,301002,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
446,301003,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
447,301004,http://www.epa.gov/iris/subst/0294.htm,294,10/1/1996,http://cfpub.epa.gov/ncea/iris/index.cfm?fuseaction=iris.showQuickView&substance_nmbr=0294
