recordID,masterParameterID,IARCgroup,dateListed,documentDate,noData
1216,302066,NULL,NULL,20-Oct-14,1
1217,302067,NULL,NULL,20-Oct-14,1
1218,302068,NULL,NULL,20-Oct-14,1
1219,302069,NULL,NULL,20-Oct-14,1
1220,302070,NULL,NULL,20-Oct-14,1
1221,302071,NULL,NULL,20-Oct-14,1
1222,302072,NULL,NULL,20-Oct-14,1
1223,302073,NULL,NULL,20-Oct-14,1
1224,302074,NULL,NULL,20-Oct-14,1
1225,302075,NULL,NULL,20-Oct-14,1
1226,302076,NULL,NULL,20-Oct-14,1
1227,302077,NULL,NULL,20-Oct-14,1
1228,302078,NULL,NULL,20-Oct-14,1
1229,302079,NULL,NULL,20-Oct-14,1
1230,302080,NULL,NULL,20-Oct-14,1
1231,302081,NULL,NULL,20-Oct-14,1
1232,302082,NULL,NULL,20-Oct-14,1
1233,302083,NULL,NULL,20-Oct-14,1
1234,302084,NULL,NULL,20-Oct-14,1
1235,302085,NULL,NULL,20-Oct-14,1
1236,302086,NULL,NULL,20-Oct-14,1
1237,302088,NULL,NULL,20-Oct-14,1
1238,302089,NULL,NULL,20-Oct-14,1
1239,302095,NULL,NULL,20-Oct-14,1
1240,302096,NULL,NULL,20-Oct-14,1
1241,302097,NULL,NULL,20-Oct-14,1
1242,302100,NULL,NULL,20-Oct-14,1
1243,302101,NULL,NULL,20-Oct-14,1
1244,302298,2B,2010,20-Oct-14,NULL
1245,302299,3,2010,20-Oct-14,NULL
1246,302300,3,2010,20-Oct-14,NULL
1247,302301,2B,2010,20-Oct-14,NULL
1248,302555,2A,in prep,20-Oct-14,NULL
1249,302556,2A,in prep,20-Oct-14,NULL
1250,302557,2A,in prep,20-Oct-14,NULL
1251,302558,2A,in prep,20-Oct-14,NULL
1252,302559,2A,in prep,20-Oct-14,NULL
1253,302560,2A,in prep,20-Oct-14,NULL
1254,302561,2A,in prep,20-Oct-14,NULL
1255,302562,2A,in prep,20-Oct-14,NULL
1256,302563,2A,in prep,20-Oct-14,NULL
1257,302564,2A,in prep,20-Oct-14,NULL
1258,302565,2A,in prep,20-Oct-14,NULL
1259,302567,2A,in prep,20-Oct-14,NULL
1260,302568,2A,in prep,20-Oct-14,NULL
1261,302569,2A,in prep,20-Oct-14,NULL
1262,302570,2A,in prep,20-Oct-14,NULL
1263,302571,2A,in prep,20-Oct-14,NULL
1264,302572,2A,in prep,20-Oct-14,NULL
1265,302573,2A,in prep,20-Oct-14,NULL
1266,302574,2A,in prep,20-Oct-14,NULL
1267,302575,2A,in prep,20-Oct-14,NULL
1268,302576,2A,in prep,20-Oct-14,NULL
1269,302577,2A,in prep,20-Oct-14,NULL
1270,302578,2A,in prep,20-Oct-14,NULL
1271,302579,2A,in prep,20-Oct-14,NULL
1272,302580,2A,in prep,20-Oct-14,NULL
1273,302581,2A,in prep,20-Oct-14,NULL
1274,302582,2A,in prep,20-Oct-14,NULL
1275,302584,2A,in prep,20-Oct-14,NULL
1276,302663,NULL,NULL,20-Oct-14,1
1277,302664,NULL,NULL,20-Oct-14,1
1278,302665,NULL,NULL,20-Oct-14,1
1279,302666,NULL,NULL,20-Oct-14,1
1280,302667,NULL,NULL,20-Oct-14,1
1281,302668,NULL,NULL,20-Oct-14,1
1282,302669,NULL,NULL,20-Oct-14,1
1283,302670,NULL,NULL,20-Oct-14,1
1284,302671,NULL,NULL,20-Oct-14,1
1285,302672,NULL,NULL,20-Oct-14,1
1286,302673,NULL,NULL,20-Oct-14,1
1287,302674,NULL,NULL,20-Oct-14,1
1288,302675,NULL,NULL,20-Oct-14,1
1289,302676,NULL,NULL,20-Oct-14,1
1290,302677,NULL,NULL,20-Oct-14,1
1291,302678,NULL,NULL,20-Oct-14,1
1292,302679,NULL,NULL,20-Oct-14,1
1293,302680,NULL,NULL,20-Oct-14,1
1294,302681,NULL,NULL,20-Oct-14,1
1295,302682,NULL,NULL,20-Oct-14,1
1296,302683,NULL,NULL,20-Oct-14,1
1297,302684,NULL,NULL,20-Oct-14,1
1298,302685,NULL,NULL,20-Oct-14,1
1299,302686,NULL,NULL,20-Oct-14,1
1300,90,NULL,NULL,20-Oct-14,1
1301,118,NULL,NULL,20-Oct-14,1
1302,186,NULL,NULL,20-Oct-14,1
1303,437,NULL,NULL,20-Oct-14,1
1304,301763,NULL,NULL,20-Oct-14,1
1305,302170,NULL,NULL,20-Oct-14,1
1306,302171,NULL,NULL,20-Oct-14,1
1307,302503,NULL,NULL,20-Oct-14,1
1308,302586,NULL,NULL,20-Oct-14,1
1309,302587,NULL,NULL,20-Oct-14,1
1310,302588,NULL,NULL,20-Oct-14,1
1311,302589,NULL,NULL,20-Oct-14,1
1312,302590,NULL,NULL,20-Oct-14,1
1313,302591,NULL,NULL,20-Oct-14,1
1314,302592,NULL,NULL,20-Oct-14,1
1315,302593,NULL,NULL,20-Oct-14,1
1316,302600,NULL,NULL,20-Oct-14,1
1317,302601,NULL,NULL,20-Oct-14,1
1318,302602,NULL,NULL,20-Oct-14,1
1319,302603,NULL,NULL,20-Oct-14,1
1320,302604,NULL,NULL,20-Oct-14,1
1321,302605,NULL,NULL,20-Oct-14,1
1322,302606,NULL,NULL,20-Oct-14,1
1323,302607,NULL,NULL,20-Oct-14,1
1324,302608,NULL,NULL,20-Oct-14,1
1325,302610,NULL,NULL,20-Oct-14,1
1326,302612,NULL,NULL,20-Oct-14,1
1327,302613,NULL,NULL,20-Oct-14,1
1328,302615,NULL,NULL,20-Oct-14,1
1329,302616,NULL,NULL,20-Oct-14,1
1330,302617,NULL,NULL,20-Oct-14,1
1331,302623,NULL,NULL,20-Oct-14,1
1332,302626,NULL,NULL,20-Oct-14,1
1333,302627,NULL,NULL,20-Oct-14,1
1334,302635,NULL,NULL,20-Oct-14,1
1335,302636,NULL,NULL,20-Oct-14,1
1336,302637,NULL,NULL,20-Oct-14,1
1337,302638,NULL,NULL,20-Oct-14,1
1338,302639,NULL,NULL,20-Oct-14,1
1339,302640,NULL,NULL,20-Oct-14,1
1340,302641,NULL,NULL,20-Oct-14,1
1341,302642,NULL,NULL,20-Oct-14,1
1342,302643,NULL,NULL,20-Oct-14,1
1343,302645,NULL,NULL,20-Oct-14,1
1344,302647,NULL,NULL,20-Oct-14,1
1345,302648,NULL,NULL,20-Oct-14,1
1346,302649,NULL,NULL,20-Oct-14,1
1347,302650,NULL,NULL,20-Oct-14,1
1348,302651,NULL,NULL,20-Oct-14,1
1349,302652,NULL,NULL,20-Oct-14,1
1350,302653,NULL,NULL,20-Oct-14,1
1351,302654,NULL,NULL,20-Oct-14,1
1352,302655,NULL,NULL,20-Oct-14,1
1353,302661,NULL,NULL,20-Oct-14,1
1354,302662,NULL,NULL,20-Oct-14,1
1355,302706,NULL,NULL,20-Oct-14,1
1356,302707,NULL,NULL,20-Oct-14,1
1357,302708,NULL,NULL,20-Oct-14,1
1358,302709,NULL,NULL,20-Oct-14,1
1359,302710,NULL,NULL,20-Oct-14,1
1360,302711,NULL,NULL,20-Oct-14,1
1361,302712,NULL,NULL,20-Oct-14,1
1362,302713,NULL,NULL,20-Oct-14,1
1363,302714,NULL,NULL,20-Oct-14,1
1364,302715,NULL,NULL,20-Oct-14,1
1365,302716,NULL,NULL,20-Oct-14,1
1366,302717,NULL,NULL,20-Oct-14,1
1367,302718,NULL,NULL,20-Oct-14,1
1368,302719,NULL,NULL,20-Oct-14,1
1369,302720,NULL,NULL,20-Oct-14,1
1370,302721,NULL,NULL,20-Oct-14,1
1371,302722,NULL,NULL,20-Oct-14,1
1372,302723,NULL,NULL,20-Oct-14,1
1373,302724,NULL,NULL,20-Oct-14,1
1374,302725,NULL,NULL,20-Oct-14,1
1375,302726,NULL,NULL,20-Oct-14,1
1376,302727,NULL,NULL,20-Oct-14,1
1377,302728,NULL,NULL,20-Oct-14,1
1378,302729,NULL,NULL,20-Oct-14,1
1379,302730,NULL,NULL,20-Oct-14,1
1380,302731,NULL,NULL,20-Oct-14,1
1381,302732,NULL,NULL,20-Oct-14,1
1382,302733,NULL,NULL,20-Oct-14,1
1383,302734,NULL,NULL,20-Oct-14,1
1384,302735,NULL,NULL,20-Oct-14,1
1385,302736,NULL,NULL,20-Oct-14,1
1386,302737,NULL,NULL,20-Oct-14,1
1387,302738,NULL,NULL,20-Oct-14,1
1388,302739,NULL,NULL,20-Oct-14,1
1389,302740,NULL,NULL,20-Oct-14,1
1390,302741,NULL,NULL,20-Oct-14,1
1391,302742,NULL,NULL,20-Oct-14,1
1392,302751,NULL,NULL,20-Oct-14,1
1393,302752,NULL,NULL,20-Oct-14,1
1394,302753,NULL,NULL,20-Oct-14,1
1395,302754,NULL,NULL,20-Oct-14,1
1396,302755,NULL,NULL,20-Oct-14,1
1397,302756,NULL,NULL,20-Oct-14,1
1398,302757,NULL,NULL,20-Oct-14,1
1399,302758,NULL,NULL,20-Oct-14,1
1400,302759,NULL,NULL,20-Oct-14,1
1401,302760,NULL,NULL,20-Oct-14,1
1402,302761,NULL,NULL,20-Oct-14,1
1403,302762,NULL,NULL,20-Oct-14,1
1404,302763,NULL,NULL,20-Oct-14,1
1405,302764,NULL,NULL,20-Oct-14,1
1406,302765,NULL,NULL,20-Oct-14,1
1407,302766,NULL,NULL,20-Oct-14,1
1408,302767,NULL,NULL,20-Oct-14,1
1409,302768,NULL,NULL,20-Oct-14,1
1410,302769,NULL,NULL,20-Oct-14,1
1411,302770,NULL,NULL,20-Oct-14,1
1412,302771,NULL,NULL,20-Oct-14,1
1413,302772,NULL,NULL,20-Oct-14,1
1414,302773,NULL,NULL,20-Oct-14,1
1415,302774,NULL,NULL,20-Oct-14,1
1416,302776,NULL,NULL,20-Oct-14,1
1417,302849,NULL,NULL,20-Oct-14,1
1418,302850,NULL,NULL,20-Oct-14,1
