ParameterID,ClientFormalName,COCID,COCNum,COCRecvDate,ReportDate,SampleName,AlternateName,PureSampleName,SampleNumber,SampledBy,SampledDate,LocationName,SampleExtComment,Matrix,TestTempReportName,TestTempName,TestTempMethodRef,WorkAreaName,ParameterName,Result,Units
302073,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 12,BLOD,pg/uL
302074,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 13,BLOD,pg/uL
302088,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 138,BLOD,pg/uL
302075,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 15,BLOD,pg/uL
300733,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 154,BLOD,pg/uL
302089,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 166,BLOD,pg/uL
300727,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 17,BLOD,pg/uL
302090,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 181,BLOD,pg/uL
302091,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 183,BLOD,pg/uL
302092,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 190,BLOD,pg/uL
302067,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 2,BLOD,pg/uL
302076,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 25,BLOD,pg/uL
302068,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 3,BLOD,pg/uL
302077,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 30,BLOD,pg/uL
302078,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 32,BLOD,pg/uL
302080,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 35,BLOD,pg/uL
302081,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 37,BLOD,pg/uL
300714,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 49,BLOD,pg/uL
300729,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 66,BLOD,pg/uL
302069,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 7,BLOD,pg/uL
302082,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 71,BLOD,pg/uL
300730,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 75,BLOD,pg/uL
302083,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 77,BLOD,pg/uL
302070,MyExposome,341,15FEB24-01,2/24/2015 9:52,34:26.3,NULL,NULL,MyExp5,MyExp5,,2/1/2015 9:05,NULL,NULL,PSD-Personal,,GC-MS - Flame Retardants 2015,SOP 417.00,Organics - Dilution,PBDE 8,BLOD,pg/uL
